1608240000000;64.809.000.000;65.386.000.000;62.622.000.000;64.270.000.000;25.601.601.444.000;1,61E+12;16.384.807.116.488.400;147380;13.325.372.857.000;8.522.283.129.240.780;0
1608250000000;64.271.000.000;65.424.000.000;62.940.000.000;64.342.000.000;22.042.610.997.000;1,61E+12;14.206.944.094.468.700;116312;10.964.218.485.000;7.069.144.724.902.110;0
1608260000000;64.343.000.000;64.886.000.000;64.010.000.000;64.564.000.000;12.207.107.751.000;1,61E+12;7.868.487.747.735.400;73744;5.948.547.137.000;3.834.286.873.241.600;0
1608280000000;64.564.000.000;66.461.000.000;64.240.000.000;65.047.000.000;22.281.192.439.000;1,61E+12;14.560.806.519.669.200;121116;10.964.598.858.000;7.163.346.880.599.890;0
1608290000000;65.048.000.000;65.475.000.000;63.218.000.000;63.785.000.000;21.647.695.720.000;1,61E+12;13.886.538.881.268.100;112524;10.652.407.250.000;6.834.090.484.300.300;0
1608310000000;63.785.000.000;64.812.000.000;63.429.000.000;64.468.000.000;11.722.008.010.000;1,61E+12;7.535.019.620.732.080;68474;5.936.147.309.000;3.816.117.371.091.410;0
1608320000000;64.472.000.000;65.518.000.000;64.334.000.000;65.385.000.000;10.100.683.101.000;1,61E+12;6.563.982.259.094.890;62165;5.140.905.026.000;3.340.960.890.155.800;0
1608340000000;65.376.000.000;65.975.000.000;64.542.000.000;65.500.000.000;11.973.521.390.000;1,61E+12;7.814.554.172.795.060;88775;6.069.408.502.000;3.961.847.143.783.910;0
1608350000000;65.500.000.000;65.791.000.000;64.712.000.000;64.865.000.000;8.557.366.566.000;1,61E+12;5.584.124.598.942.190;58786;4.262.495.975.000;2.782.106.053.598.480;0
1608360000000;64.862.000.000;65.700.000.000;64.568.000.000;65.089.000.000;12.196.349.342.000;1,61E+12;7.958.511.755.018.860;79173;5.899.384.014.000;3.850.271.585.538.880;0
1608380000000;65.086.000.000;66.053.000.000;64.930.000.000;65.539.000.000;21.240.531.680.000;1,61E+12;13.927.309.281.062.700;125125;10.585.199.495.000;6.941.829.239.525.790;0
1608390000000;65.533.000.000;66.995.000.000;65.362.000.000;65.879.000.000;21.481.405.269.000;1,61E+12;14.201.421.330.031.500;141488;10.307.172.707.000;6.815.592.469.327.460;0
1608410000000;65.879.000.000;66.871.000.000;65.519.000.000;65.803.000.000;10.431.214.212.000;1,61E+12;6.917.072.188.034.860;68934;5.014.805.861.000;3.326.382.900.088.650;0
1608420000000;65.805.000.000;65.806.000.000;64.100.000.000;64.608.000.000;13.691.522.480.000;1,61E+12;8.871.844.530.648.500;81129;6.300.027.536.000;4.081.027.792.602.380;0
1608440000000;64.609.000.000;65.720.000.000;64.028.000.000;65.687.000.000;9.180.077.326.000;1,61E+12;5.953.388.183.043.840;61315;4.683.665.284.000;3.038.950.296.983.390;0
1608450000000;65.682.000.000;66.139.000.000;64.975.000.000;65.257.000.000;11.794.940.492.000;1,61E+12;7.727.297.564.048.330;73554;5.883.529.473.000;3.855.350.531.526.050;0
1608470000000;65.256.000.000;65.437.000.000;64.236.000.000;65.419.000.000;12.931.716.726.000;1,61E+12;8.385.335.978.833.750;75880;6.305.605.835.000;4.089.455.038.665.650;0
1608480000000;65.419.000.000;65.500.000.000;64.521.000.000;64.985.000.000;8.946.765.856.000;1,61E+12;5.807.223.383.331.860;56887;4.613.098.098.000;2.994.523.545.117.900;0
1608490000000;64.974.000.000;65.789.000.000;62.101.000.000;63.818.000.000;25.850.799.963.000;1,61E+12;16.565.838.925.288.400;156416;11.704.931.307.000;7.503.323.516.311.420;0
1608510000000;63.810.000.000;64.779.000.000;63.387.000.000;64.519.000.000;10.056.685.521.000;1,61E+12;6.464.867.682.128.400;69154;5.161.705.001.000;3.318.699.655.812.680;0
1608520000000;64.520.000.000;64.800.000.000;63.667.000.000;64.668.000.000;10.122.449.266.000;1,61E+12;6.512.416.744.788.890;73513;5.202.913.327.000;3.347.624.841.430.310;0
1608540000000;64.668.000.000;64.798.000.000;60.300.000.000;60.664.000.000;37.237.643.490.000;1,61E+12;23.091.657.502.111.900;209779;17.191.376.596.000;10.664.113.961.645.600;0
1608550000000;60.664.000.000;61.329.000.000;59.590.000.000;61.045.000.000;14.443.384.092.000;1,61E+12;8.727.384.059.377.510;80391;7.091.578.849.000;4.287.847.032.197.300;0
1608570000000;60.984.000.000;61.358.000.000;60.296.000.000;61.122.000.000;5.320.537.836.000;1,61E+12;3.239.934.276.520.600;35788;2.632.412.370.000;1.602.785.700.458.240;0
1608580000000;61.127.000.000;61.850.000.000;60.721.000.000;60.758.000.000;7.144.416.360.000;1,61E+12;4.384.607.125.935.010;52964;3.575.077.057.000;2.194.734.414.393.900;0
1608600000000;60.768.000.000;61.378.000.000;60.169.000.000;61.000.000.000;11.677.968.075.000;1,61E+12;7.104.734.080.629.030;69334;5.898.630.307.000;3.589.796.712.391.110;0
1608610000000;61.000.000.000;61.612.000.000;59.146.000.000;59.573.000.000;14.940.898.587.000;1,61E+12;9.023.855.628.223.370;84251;6.917.097.886.000;4.180.437.521.359.500;0
1608620000000;59.574.000.000;61.299.000.000;58.800.000.000;61.163.000.000;18.792.545.781.000;1,61E+12;11.283.494.061.673.800;108347;9.746.250.350.000;5.854.380.459.982.250;0
1608640000000;61.158.000.000;63.399.000.000;60.854.000.000;62.629.000.000;20.704.857.043.000;1,61E+12;12.812.330.454.125.100;111558;11.176.571.130.000;6.916.703.032.613.400;0
1608650000000;62.634.000.000;63.376.000.000;62.167.000.000;62.614.000.000;12.313.023.727.000;1,61E+12;7.722.955.231.328.420;70699;6.164.769.031.000;3.867.133.578.377.990;0
1608670000000;62.615.000.000;63.773.000.000;61.822.000.000;63.645.000.000;13.455.832.441.000;1,61E+12;8.439.831.007.369.350;78756;6.725.471.720.000;4.220.002.206.040.720;0
1608680000000;63.641.000.000;63.844.000.000;62.100.000.000;62.353.000.000;13.828.498.289.000;1,61E+12;8.698.458.108.106.210;84457;6.943.993.514.000;4.366.891.988.474.780;0
1608700000000;62.353.000.000;62.493.000.000;60.824.000.000;61.592.000.000;17.480.506.128.000;1,61E+12;10.765.920.471.782.000;104974;8.074.255.744.000;4.973.120.976.317.190;0
1608710000000;61.592.000.000;62.098.000.000;59.197.000.000;60.210.000.000;24.246.304.164.000;1,61E+12;14.715.913.783.907.300;137031;11.035.504.228.000;6.701.235.398.753.220;0
1608720000000;60.206.000.000;62.279.000.000;59.840.000.000;60.582.000.000;21.352.958.592.000;1,61E+12;13.067.807.621.618.100;135394;10.642.271.618.000;6.513.400.944.108.880;0
1608740000000;60.574.000.000;61.320.000.000;59.613.000.000;61.030.000.000;13.924.349.733.000;1,61E+12;8.443.106.933.904.000;86640;6.707.573.447.000;4.066.602.432.870.450;0
1608750000000;61.031.000.000;61.302.000.000;55.128.000.000;58.556.000.000;30.048.119.612.000;1,61E+12;17.653.156.117.243.300;185400;13.001.482.016.000;7.649.296.080.511.990;0
1608770000000;58.548.000.000;58.704.000.000;56.543.000.000;57.534.000.000;22.884.582.304.000;1,61E+12;13.207.183.200.348.300;134810;11.368.098.341.000;6.562.298.672.097.090;0
1608780000000;57.530.000.000;58.336.000.000;57.022.000.000;58.052.000.000;13.497.529.598.000;1,61E+12;7.789.839.043.382.250;93066;6.910.072.205.000;3.987.306.129.819.970;0
1608800000000;58.049.000.000;58.579.000.000;57.417.000.000;58.273.000.000;11.857.306.231.000;1,61E+12;6.894.112.020.858.960;85482;6.109.440.321.000;3.552.679.978.720.310;0
1608810000000;58.273.000.000;59.981.000.000;57.777.000.000;59.262.000.000;15.491.212.095.000;1,61E+12;9.134.270.848.681.910;96419;7.846.874.833.000;4.628.550.281.766.840;0
1608830000000;59.263.000.000;59.700.000.000;58.559.000.000;59.444.000.000;10.608.672.452.000;1,61E+12;6.276.706.279.249.110;67097;5.537.119.760.000;3.275.954.421.167.240;0
1608840000000;59.453.000.000;61.502.000.000;59.232.000.000;61.231.000.000;14.294.283.653.000;1,61E+12;8.682.244.305.645.720;94636;7.450.827.378.000;4.526.346.306.275.890;0
1608850000000;61.231.000.000;61.579.000.000;60.428.000.000;60.592.000.000;7.531.899.664.000;1,61E+12;4.599.431.760.677.580;46397;4.004.049.211.000;2.446.258.314.170.390;0
1608870000000;60.592.000.000;61.600.000.000;60.469.000.000;61.292.000.000;9.464.614.520.000;1,61E+12;5.779.387.703.097.620;53639;4.831.741.382.000;2.950.577.625.883.860;0
1608880000000;61.298.000.000;63.424.000.000;61.297.000.000;62.954.000.000;21.574.395.512.000;1,61E+12;13.449.213.800.404.100;118745;11.499.658.876.000;7.170.753.797.321.530;0
1608900000000;62.953.000.000;63.242.000.000;61.210.000.000;61.342.000.000;17.044.469.803.000;1,61E+12;10.636.719.725.908.200;98849;8.501.337.140.000;5.306.872.505.238.010;0
